date,car_1,car_2,gender,death,injury,lng,lat,danger_value
20200416,機車,普通重型,男,2,0,120.707817,23.774139,20
20200416,機車,普通重型,男,1,1,120.963765,24.807062,11
20200416,機車,普通重型,男,1,0,120.988184,24.836344,10
20200417,機車,普通重型,男,1,0,121.374901,24.698782,10
20200417,機車,普通重型,男,1,0,120.652897,24.455207,10
20200417,機車,普通重型,男,1,1,120.58631,22.561298,11
20200417,機車,普通重型,男,1,0,120.30761,22.877847,10
20200417,機車,普通重型,男,1,2,120.31269,22.78994,12
20200418,機車,普通重型,男,1,0,120.680038,24.131724,10
20200418,機車,普通重型,男,1,0,120.302915,22.727338,10
20200419,機車,普通重型,男,1,0,120.427595,23.846672,10
20200419,機車,普通重型,男,1,1,120.282367,23.198933,11
20200419,機車,普通重型,男,1,0,120.1928,22.87226,10
20200420,機車,普通重型,男,1,0,121.257209,23.162418,10
20200420,機車,普通重型,女,1,0,120.448991,23.792002,10
20200421,機車,普通重型,女,1,0,120.36461,23.576517,10
20200421,機車,普通重型,男,1,1,120.566245,23.710749,11
20200421,機車,普通重型,女,1,0,120.535083,23.698677,10
20200421,機車,普通重型,女,1,1,120.330753,22.658832,11
20200421,機車,普通重型,男,1,1,120.238475,23.45872,11
20200422,機車,普通重型,男,1,0,120.505065,23.859912,10
20200422,機車,普通重型,男,1,0,120.237131,22.837014,10
20200423,機車,普通重型,女,1,0,120.689857,23.760674,10
20200423,機車,普通重型,男,1,0,120.90463,24.723079,10
20200423,機車,普通重型,男,1,1,121.275415,24.9709,11
20200423,機車,普通重型,男,1,0,121.54745,24.865743,10
20200424,機車,普通重型,男,1,0,120.484715,22.680159,10
20200424,機車,普通重型,女,1,0,120.560651,24.18389,10
20200424,機車,普通重型,女,1,0,120.919074,24.721407,10
20200425,機車,普通重型,男,1,0,120.719755,24.239356,10
20200425,機車,普通重型,男,1,0,120.3602,22.58489,10
20200426,機車,普通重型,男,1,0,120.458088,24.009158,10
20200426,機車,普通重型,男,1,1,120.384186,23.500972,11
20200426,機車,普通重型,女,1,0,120.461098,23.482294,10
20200426,機車,普通重型,男,1,0,120.995301,23.972249,10
20200426,機車,普通重型,男,1,1,120.243256,22.799188,11
20200427,機車,普通重型,男,1,0,120.157265,23.10016,10
20200427,機車,普通重型,女,1,0,120.63952,24.21474,10
20200428,機車,普通重型,女,1,1,120.508045,22.661789,11
20200428,機車,普通重型,男,1,1,120.508045,22.661789,11
20200428,機車,普通重型,男,1,0,120.198181,23.000559,10
20200428,機車,普通重型,男,1,0,121.515481,24.997463,10
20200428,機車,普通重型,女,1,0,120.303832,23.59918,10
20200428,機車,普通重型,男,1,0,120.539293,24.145165,10
20200428,機車,普通重型,男,1,0,120.99759,24.918368,10
20200429,機車,普通重型,男,1,1,120.497611,22.654778,11
20200429,機車,普通重型,男,1,0,120.418057,23.972238,10
20200429,機車,普通重型,女,1,0,121.465383,25.034042,10
20200429,機車,普通重型,男,1,0,120.49453,22.669222,10
20200430,機車,普通重型,男,1,1,121.771186,24.652107,11
20200430,機車,普通重型,男,1,0,120.365666,22.640531,10
20200430,機車,普通重型,女,1,1,120.395778,23.529553,11
20200430,機車,普通重型,女,1,1,120.395778,23.529553,11
20200430,機車,普通重型,女,1,0,120.658491,24.127568,10
20200501,機車,普通重型,男,1,0,120.54353,24.229724,10
20200501,機車,普通重型,女,1,0,121.46423,25.01152,10
20200503,機車,普通重型,男,1,0,120.678546,24.364503,10
20200503,機車,普通重型,男,1,0,120.542543,23.218539,10
20200503,機車,普通重型,男,1,0,120.444655,23.837391,10
20200503,機車,普通重型,男,1,0,120.305793,22.70803,10
20200503,機車,普通重型,女,1,1,120.193248,23.118165,11
20200503,機車,普通重型,男,1,3,120.999533,24.872431,13
20200503,機車,普通重型,男,1,3,120.999533,24.872431,13
20200504,機車,普通重型,男,1,0,120.518371,23.838859,10
20200504,機車,普通重型,男,1,0,121.433784,24.965382,10
20200504,機車,普通重型,男,1,0,120.53011,23.89353,10
20200505,機車,普通重型,女,1,2,121.46982,25.036062,12
20200505,機車,普通重型,男,1,2,121.46982,25.036062,12
20200507,機車,普通重型,男,1,0,121.214813,24.863045,10
20200507,機車,普通重型,女,1,0,120.5401,22.87476,10
20200507,機車,普通重型,男,1,0,120.451709,22.522108,10
20200508,機車,普通重型,男,1,1,120.605554,24.317934,11
20200508,機車,普通重型,女,1,1,120.502137,24.036996,11
20200508,機車,普通重型,男,1,1,120.502137,24.036996,11
20200508,機車,普通重型,女,1,0,120.492749,22.773038,10
20200508,機車,普通重型,男,1,0,121.099222,25.000221,10
20200508,機車,普通重型,女,1,0,120.36654,22.590142,10
20200508,機車,普通重型,男,1,0,120.864803,24.670192,10
20200509,機車,普通重型,男,1,1,121.244385,24.967026,11
20200509,機車,普通重型,男,1,1,121.244385,24.967026,11
20200509,機車,普通重型,男,1,0,120.693539,24.132951,10
20200509,機車,普通重型,男,1,0,119.613281,23.591432,10
20200509,機車,普通重型,男,1,0,120.706878,24.137896,10
20200510,機車,普通重型,男,1,2,121.483225,25.054263,12
20200510,機車,普通重型,男,1,2,121.483225,25.054263,12
20200510,機車,普通重型,男,1,0,120.196676,23.337161,10
20200510,機車,普通重型,男,1,1,121.494979,25.110051,11
20200510,機車,普通重型,男,1,1,121.494979,25.110051,11
20200510,機車,普通重型,男,1,0,120.606891,23.724521,10
20200511,機車,普通重型,女,1,1,120.338572,22.656819,11
20200511,機車,普通重型,男,1,1,120.338572,22.656819,11
20200511,機車,普通重型,男,1,2,120.435572,23.507519,12
20200512,機車,普通重型,男,1,0,121.363081,25.058668,10
20200512,機車,普通重型,女,1,0,121.265306,23.194832,10
20200512,機車,普通重型,男,1,0,120.600917,23.917021,10
20200513,機車,普通重型,男,1,2,120.956509,24.00024,12
20200513,機車,普通重型,男,1,2,120.956509,24.00024,12
20200513,機車,普通重型,男,1,0,121.408391,24.950458,10
20200513,機車,普通重型,男,1,1,120.457714,22.916957,11
20200514,機車,普通重型,女,1,0,120.717656,24.306485,10
20200514,機車,普通重型,男,1,0,120.608227,24.286121,10
20200514,機車,普通重型,男,1,1,121.499558,25.022974,11
20200514,機車,普通重型,男,1,0,121.140476,22.763799,10
20200514,機車,普通重型,女,1,0,121.316338,25.00131,10
20200514,機車,普通重型,男,1,0,120.964309,24.681721,10
20200516,機車,普通重型,男,1,0,120.832178,24.242468,10
20200516,機車,普通重型,女,1,0,120.442275,24.142693,10
20200516,機車,普通重型,男,1,0,120.591531,22.366612,10
20200517,機車,普通重型,男,1,4,120.364106,22.659154,14
20200517,機車,普通重型,女,1,0,120.563373,22.698864,10
20200517,機車,普通重型,女,1,0,120.22957,22.97264,10
20200518,機車,普通重型,女,1,0,120.186557,22.997939,10
20200518,機車,普通重型,男,1,1,120.300363,23.587549,11
20200519,機車,普通重型,男,1,0,120.28822,23.098605,10
20200521,機車,普通重型,男,1,0,120.581282,24.209711,10
20200521,機車,普通重型,男,1,1,121.502173,25.133805,11
20200522,機車,普通重型,男,1,0,120.482525,22.674826,10
20200523,機車,普通重型,男,1,0,120.917217,24.53026,10
20200523,機車,普通重型,男,1,0,120.677271,24.331285,10
20200523,機車,普通重型,男,1,3,120.581629,24.206158,13
20200523,機車,普通重型,男,1,3,120.581629,24.206158,13
20200525,機車,普通重型,男,1,0,120.428649,22.589862,10
20200525,機車,普通重型,男,1,1,120.48969,22.60068,11
20200526,機車,普通重型,男,1,0,120.475691,22.669132,10
20200526,機車,普通重型,男,1,1,121.218108,24.86084,11
20200526,機車,普通重型,男,1,0,120.18615,23.208068,10
20200526,機車,普通重型,男,1,1,120.484779,22.882211,11
20200527,機車,普通重型,男,1,2,120.37375,23.966535,12
20200527,機車,普通重型,男,1,0,120.237531,23.057758,10
20200527,機車,普通重型,女,1,1,120.298495,23.033309,11
20200528,機車,普通重型,男,1,0,120.655453,24.087991,10
20200529,機車,普通重型,女,1,0,120.526766,23.950574,10
20200529,機車,普通重型,女,1,0,120.77672,24.198698,10
20200529,機車,普通重型,女,1,0,121.495223,25.031322,10
20200529,機車,普通重型,女,1,0,121.295516,25.041601,10
20200530,機車,普通重型,女,1,0,121.022995,24.852591,10
20200530,機車,普通重型,男,1,0,121.15507,24.027743,10
20200530,機車,普通重型,男,1,0,120.465265,23.788,10
20200531,機車,普通重型,男,1,0,121.283589,24.895431,10
20200531,機車,普通重型,女,1,0,121.776212,25.040389,10
20200531,機車,普通重型,男,1,0,120.437011,24.061094,10
20200531,機車,普通重型,男,1,1,121.367118,24.921226,11
20200531,機車,普通重型,男,1,1,121.367118,24.921226,11
20200531,機車,普通重型,男,1,0,121.55524,25.058236,10
20200601,機車,普通重型,男,1,0,120.306254,22.676471,10
20200601,機車,普通重型,男,1,0,120.306254,22.676471,10
20200601,機車,普通重型,男,1,2,120.309128,22.649813,12
20200601,機車,普通重型,女,1,2,120.309128,22.649813,12
20200601,機車,普通重型,女,1,2,120.309128,22.649813,12
20200601,機車,普通重型,男,1,0,120.374668,23.644045,10
20200602,機車,普通重型,男,1,1,120.209148,23.022292,11
20200602,機車,普通重型,女,1,0,121.598357,23.976738,10
20200602,機車,普通重型,女,1,0,120.559305,22.697525,10
20200602,機車,普通重型,男,1,0,120.187948,23.427264,10
20200602,機車,普通重型,女,1,0,121.564657,23.965853,10
20200602,機車,普通重型,男,1,1,120.549874,22.470188,11
20200602,機車,普通重型,男,1,0,121.337994,24.948643,10
20200603,機車,普通重型,女,1,1,121.766752,24.751684,11
20200603,機車,普通重型,女,1,0,120.466787,23.620679,10
20200603,機車,普通重型,男,1,1,120.893404,24.669967,11
20200603,機車,普通重型,男,1,0,120.663789,23.949555,10
20200603,機車,普通重型,男,1,1,120.2704,23.03221,11
20200604,機車,普通重型,男,1,1,120.280982,23.326924,11
20200604,機車,普通重型,女,1,1,120.280982,23.326924,11
20200604,機車,普通重型,男,1,1,120.267744,23.750658,11
20200604,機車,普通重型,女,1,0,120.33216,22.561835,10
20200604,機車,普通重型,男,1,1,121.233692,24.938352,11
20200604,機車,普通重型,女,1,1,121.233692,24.938352,11
20200604,機車,普通重型,男,1,1,120.369653,23.786427,11
20200604,機車,普通重型,男,1,0,121.379582,23.099954,10
20200605,機車,普通重型,男,1,0,120.351564,22.617443,10
20200605,機車,普通重型,男,1,0,121.296171,24.998398,10
20200605,機車,普通重型,女,1,0,120.186946,22.992602,10
20200605,機車,普通重型,男,1,0,120.551169,23.922017,10
20200605,機車,普通重型,男,1,0,121.249577,24.880503,10
20200606,機車,普通重型,男,1,0,120.57715,22.713204,10
20200606,機車,普通重型,女,1,1,121.457766,25.097622,11
20200606,機車,普通重型,男,1,0,120.935034,23.898908,10
20200606,機車,普通重型,男,1,0,120.562941,22.410186,10
20200607,機車,普通重型,男,1,0,120.528334,22.4626,10
20200608,機車,普通重型,男,1,6,121.418597,25.029608,16
20200608,機車,普通重型,男,1,6,121.418597,25.029608,16
20200608,機車,普通重型,男,1,0,120.496377,22.598178,10
20200608,機車,普通重型,男,1,1,120.191459,22.925201,11
20200608,機車,普通重型,男,1,1,120.191459,22.925201,11
20200609,機車,普通重型,男,1,0,120.2025,22.88065,10
20200609,機車,普通重型,男,1,0,120.7601,24.278788,10
20200609,機車,普通重型,女,1,0,121.720231,24.901738,10
20200609,機車,普通重型,男,1,0,120.47612,24.124633,10
20200609,機車,普通重型,女,1,0,120.175574,23.236984,10
20200610,機車,普通重型,男,1,0,121.08283,24.976474,10
20200610,機車,普通重型,女,1,0,121.01745,24.855853,10
20200610,機車,普通重型,男,1,0,120.302274,23.400171,10
20200610,機車,普通重型,男,1,0,120.3,22.62716,10
20200610,機車,普通重型,男,1,0,120.618353,24.05945,10
20200610,機車,普通重型,男,1,1,120.169443,23.160742,11
20200611,機車,普通重型,男,1,0,120.301656,22.6282,10
20200611,機車,普通重型,女,1,0,121.19569,24.957021,10
20200611,機車,普通重型,男,1,0,120.339499,23.46818,10
20200611,機車,普通重型,男,1,1,120.329878,23.445685,11
20200611,機車,普通重型,女,1,1,121.477926,25.089748,11
20200611,機車,普通重型,男,1,0,121.342754,23.855071,10
20200612,機車,普通重型,男,1,0,121.536555,25.105181,10
20200612,機車,普通重型,男,1,1,120.322078,22.665557,11
20200612,機車,普通重型,男,1,0,120.52196,22.522125,10
20200612,機車,普通重型,男,1,0,121.720231,24.901738,10
20200613,機車,普通重型,女,1,0,120.383356,22.624657,10
20200613,機車,普通重型,男,1,0,121.364296,24.789689,10
20200614,機車,普通重型,男,1,0,121.458371,25.075385,10
20200614,機車,普通重型,男,1,1,120.509358,22.684392,11
20200614,機車,普通重型,女,1,0,120.975314,24.804342,10
20200614,機車,普通重型,男,1,1,121.093723,24.738277,11
20200615,機車,普通重型,男,1,3,120.914502,24.713728,13
20200615,機車,普通重型,女,1,3,120.914502,24.713728,13
20200615,機車,普通重型,女,1,3,120.914502,24.713728,13
20200615,機車,普通重型,男,1,0,120.298518,23.55794,10
20200615,機車,普通重型,女,1,1,120.4074,23.90015,11
20200615,機車,普通重型,男,1,0,120.644821,24.182356,10
20200616,機車,普通重型,男,1,1,121.469971,25.026891,11
20200616,機車,普通重型,男,1,1,121.469971,25.026891,11
20200616,機車,普通重型,男,1,1,121.796862,25.134415,11
20200616,機車,普通重型,男,1,1,120.131533,23.112159,11
20200616,機車,普通重型,男,1,0,121.274209,25.032924,10
20200616,機車,普通重型,男,1,0,121.593717,23.957698,10
20200617,機車,普通重型,男,1,0,120.703972,23.764982,10
20200617,機車,普通重型,男,1,1,120.584352,24.34918,11
20200617,機車,普通重型,男,1,0,120.338689,22.712296,10
20200618,機車,普通重型,男,1,0,121.581565,25.056978,10
20200618,機車,普通重型,男,1,1,120.3256,22.60012,11
20200618,機車,普通重型,男,1,0,120.32451,22.62203,10
20200619,機車,普通重型,男,1,1,121.213814,24.859426,11
20200619,機車,普通重型,男,1,0,120.568032,24.014309,10
20200619,機車,普通重型,男,1,1,121.46595,25.129018,11
20200619,機車,普通重型,男,1,1,121.46595,25.129018,11
20200619,機車,普通重型,男,1,1,121.46595,25.129018,11
20200619,機車,普通重型,男,1,0,121.77187,24.743497,10
20200619,機車,普通重型,男,1,0,120.278059,23.0756,10
20200619,機車,普通重型,男,1,0,121.182973,24.918298,10
20200619,機車,普通重型,男,1,0,121.182973,24.918298,10
20200620,機車,普通重型,男,1,1,120.580317,22.681735,11
20200620,機車,普通重型,男,1,1,121.494894,25.038295,11
20200621,機車,普通重型,男,1,0,121.282263,24.991907,10
20200621,機車,普通重型,女,1,2,121.121173,24.943001,12
20200621,機車,普通重型,男,1,0,120.941728,24.83672,10
20200622,機車,普通重型,男,1,0,121.586677,25.189111,10
20200622,機車,普通重型,男,1,0,120.720085,24.577167,10
20200622,機車,普通重型,男,1,0,120.19382,22.981474,10
20200623,機車,普通重型,女,1,5,120.954059,24.77668,15
20200623,機車,普通重型,男,1,5,120.954059,24.77668,15
20200623,機車,普通重型,男,1,5,120.954059,24.77668,15
20200623,機車,普通重型,男,1,0,120.192328,23.143075,10
20200623,機車,普通重型,男,1,0,121.468201,23.771607,10
20200623,機車,普通重型,女,1,0,121.169047,24.93561,10
20200623,機車,普通重型,女,1,0,120.972364,23.960064,10
20200624,機車,普通重型,男,1,1,120.582189,22.57033,11
20200624,機車,普通重型,男,1,0,120.57975,23.962606,10
20200624,機車,普通重型,男,1,2,120.953998,24.75467,12
20200624,機車,普通重型,男,1,2,120.953998,24.75467,12
20200624,機車,普通重型,女,1,0,121.06144,24.761372,10
20200624,機車,普通重型,女,1,0,121.06144,24.761372,10
20200624,機車,普通重型,男,1,0,121.06144,24.761372,10
20200625,機車,普通重型,男,1,3,120.32959,22.594292,13
20200625,機車,普通重型,男,1,0,120.677505,23.917964,10
20200625,機車,普通重型,男,1,0,120.545817,23.931866,10
20200626,機車,普通重型,男,2,0,121.247349,24.87906,20
20200626,機車,普通重型,男,1,0,120.948948,24.578914,10
20200626,機車,普通重型,女,1,0,120.530788,23.765427,10
20200626,機車,普通重型,男,1,0,120.514845,24.009639,10
20200626,機車,普通重型,男,1,0,120.437104,22.592582,10
20200627,機車,普通重型,男,1,0,120.501915,22.698132,10
20200627,機車,普通重型,男,1,0,120.501915,22.698132,10
20200627,機車,普通重型,男,1,0,120.3106,22.68937,10
20200628,機車,普通重型,男,1,0,120.416508,22.732279,10
20200628,機車,普通重型,男,1,0,120.609186,22.690908,10
20200628,機車,普通重型,女,1,0,120.603803,22.660802,10
20200629,機車,普通重型,女,2,0,121.400538,23.157552,20
20200629,機車,普通重型,男,1,0,121.589776,23.948977,10
20200629,機車,普通重型,男,1,1,120.42761,23.714934,11
20200630,機車,普通重型,男,1,1,120.264065,23.311117,11
20200630,機車,普通重型,男,1,1,120.264065,23.311117,11
20200701,機車,普通重型,男,1,0,120.548136,23.686596,10
20200702,機車,普通重型,男,1,1,121.259837,24.989835,11
20200702,機車,普通重型,女,1,0,120.652989,22.261031,10
20200703,機車,普通重型,女,1,0,121.109931,22.780081,10
20200703,機車,普通重型,女,1,0,120.5634,23.979795,10
20200703,機車,普通重型,女,1,0,120.327903,23.900356,10
20200704,機車,普通重型,男,1,0,120.214236,23.719064,10
20200704,機車,普通重型,男,1,0,120.440387,24.059726,10
20200705,機車,普通重型,女,1,1,120.561795,23.992781,11
20200705,機車,普通重型,女,1,1,120.561795,23.992781,11
20200705,機車,普通重型,男,1,1,121.465128,25.018586,11
20200705,機車,普通重型,男,1,3,121.47064,25.014406,13
20200705,機車,普通重型,男,1,0,120.351545,22.785971,10
20200706,機車,普通重型,男,1,0,120.498185,24.170019,10
20200706,機車,普通重型,男,1,1,121.147802,24.945168,11
20200706,機車,普通重型,男,1,1,121.147802,24.945168,11
20200706,機車,普通重型,女,1,0,120.54581,24.020675,10
20200706,機車,普通重型,男,1,0,120.507432,23.761533,10
20200706,機車,普通重型,男,1,0,120.406303,22.487805,10
20200707,機車,普通重型,男,1,3,120.273919,23.266184,13
20200707,機車,普通重型,男,1,3,120.273919,23.266184,13
20200708,機車,普通重型,男,1,0,121.292914,24.920246,10
20200709,機車,普通重型,男,1,0,120.538617,23.918299,10
20200709,機車,普通重型,男,1,0,121.694349,25.158197,10
20200709,機車,普通重型,男,1,0,120.440179,24.004739,10
20200709,機車,普通重型,女,1,0,120.161711,23.257306,10
20200710,機車,普通重型,男,1,0,120.891983,24.693296,10
20200711,機車,普通重型,男,1,0,120.9211,24.780856,10
20200711,機車,普通重型,男,1,0,120.173455,23.023838,10
20200711,機車,普通重型,女,1,1,120.649656,24.176041,11
20200711,機車,普通重型,男,1,1,120.649656,24.176041,11
20200711,機車,普通重型,女,1,2,121.115406,24.957885,12
20200712,機車,普通重型,男,1,0,120.52564,24.190826,10
20200712,機車,普通重型,女,1,0,120.381516,23.475225,10
20200712,機車,普通重型,男,1,0,120.481274,24.085539,10
20200713,機車,普通重型,男,1,0,120.293254,22.964237,10
20200713,機車,普通重型,男,1,0,121.240944,25.001763,10
20200713,機車,普通重型,男,1,0,121.018059,24.866034,10
20200713,機車,普通重型,男,1,0,121.248675,25.108723,10
20200714,機車,普通重型,女,1,1,120.395206,23.52152,11
20200714,機車,普通重型,男,1,0,121.053301,24.917437,10
20200715,機車,普通重型,男,1,3,121.366709,24.927468,13
20200715,機車,普通重型,男,1,0,120.319538,22.734883,10
20200715,機車,普通重型,男,1,2,121.17638,24.990701,12
20200715,機車,普通重型,男,1,1,120.548794,24.282947,11
20200715,機車,普通重型,女,1,1,120.965172,24.802564,11
20200716,機車,普通重型,女,1,0,120.484336,23.649572,10
20200717,機車,普通重型,女,1,0,120.422513,23.716682,10
20200717,機車,普通重型,女,1,1,121.100562,22.726948,11
20200717,機車,普通重型,男,1,1,121.100562,22.726948,11
20200717,機車,普通重型,男,1,1,120.682316,24.144124,11
20200717,機車,普通重型,男,1,1,120.682316,24.144124,11
20200717,機車,普通重型,男,1,0,121.454002,24.99897,10
20200717,機車,普通重型,男,1,1,120.487728,24.109005,11
20200717,機車,普通重型,男,1,0,120.573475,24.185663,10
20200718,機車,普通重型,女,1,4,120.7001,24.140092,14
20200718,機車,普通重型,女,1,1,121.423353,25.019528,11
20200718,機車,普通重型,男,1,1,121.423353,25.019528,11
20200719,機車,普通重型,男,1,0,120.37584,22.551996,10
20200719,機車,普通重型,男,1,0,120.987632,23.667976,10
20200720,機車,普通重型,女,1,0,121.314574,24.977488,10
20200720,機車,普通重型,男,1,0,120.636395,23.865479,10
20200720,機車,普通重型,男,1,0,120.31177,22.929989,10
20200720,機車,普通重型,男,1,1,121.204201,25.075961,11
20200720,機車,普通重型,女,1,1,121.204201,25.075961,11
20200720,機車,普通重型,男,1,0,120.330307,23.060195,10
20200721,機車,普通重型,男,1,0,120.810306,22.060354,10
20200721,機車,普通重型,女,1,0,120.482493,22.519822,10
20200721,機車,普通重型,男,1,0,120.385233,23.697159,10
20200721,機車,普通重型,女,1,0,120.616248,24.208947,10
20200721,機車,普通重型,男,1,0,121.453971,25.033547,10
20200723,機車,普通重型,男,1,1,121.503718,25.025181,11
20200723,機車,普通重型,女,1,0,121.562866,23.96922,10
20200724,機車,普通重型,男,1,0,120.520227,23.837545,10
20200724,機車,普通重型,男,1,1,121.228311,23.148601,11
20200724,機車,普通重型,男,1,0,120.616715,22.370438,10
20200724,機車,普通重型,男,1,0,120.669945,24.472538,10
20200724,機車,普通重型,女,1,0,121.827847,24.616301,10
20200726,機車,普通重型,男,1,0,120.5464,22.97454,10
20200726,機車,普通重型,女,1,1,121.371934,24.946116,11
20200727,機車,普通重型,男,1,0,121.795124,24.784596,10
20200727,機車,普通重型,女,1,0,120.300396,23.275584,10
20200728,機車,普通重型,男,1,1,120.30152,22.62716,11
20200728,機車,普通重型,男,1,0,120.393054,23.898312,10
20200728,機車,普通重型,男,1,0,120.199294,23.02033,10
20200729,機車,普通重型,男,1,0,121.368055,23.496886,10
20200729,機車,普通重型,男,1,0,120.472727,23.458858,10
20200729,機車,普通重型,男,1,1,120.296619,22.788057,11
20200729,機車,普通重型,男,1,1,120.296619,22.788057,11
20200730,機車,普通重型,男,1,0,120.544117,22.631576,10
20200730,機車,普通重型,女,1,0,121.780769,24.812584,10
20200731,機車,普通重型,男,2,0,120.44157,23.975328,20
20200731,機車,普通重型,女,1,0,121.544196,25.065166,10
20200801,機車,普通重型,男,1,0,121.411954,24.970359,10
20200801,機車,普通重型,男,1,1,120.549343,22.695084,11
20200801,機車,普通重型,男,1,1,120.163914,23.627719,11
20200802,機車,普通重型,女,1,0,120.531976,24.228812,10
20200803,機車,普通重型,男,1,0,120.348693,23.715798,10
20200803,機車,普通重型,男,1,0,120.602761,24.18267,10
20200803,機車,普通重型,男,1,0,120.434746,23.797249,10
20200804,機車,普通重型,男,1,0,121.470823,25.034292,10
20200806,機車,普通重型,女,1,0,120.239503,23.05127,10
20200806,機車,普通重型,男,1,0,120.311929,23.457251,10
20200806,機車,普通重型,男,1,0,120.135245,23.076369,10
20200807,機車,普通重型,男,1,0,120.722051,24.1524,10
20200808,機車,普通重型,男,1,1,121.575671,23.813368,11
20200808,機車,普通重型,男,1,1,120.671028,23.977034,11
20200808,機車,普通重型,男,1,0,120.5445,24.0775,10
20200808,機車,普通重型,男,1,0,120.565891,24.268636,10
20200808,機車,普通重型,男,1,0,121.20808,25.084545,10
20200808,機車,普通重型,女,1,2,120.466744,22.57473,12
20200808,機車,普通重型,女,1,2,120.466744,22.57473,12
20200808,機車,普通重型,男,1,0,120.503569,22.465222,10
20200809,機車,普通重型,男,1,0,120.157718,23.062342,10
20200809,機車,普通重型,男,1,1,120.477197,23.674317,11
20200809,機車,普通重型,男,1,0,120.696202,22.167087,10
20200809,機車,普通重型,男,1,2,120.182942,22.998241,12
20200809,機車,普通重型,男,1,1,120.668271,24.198255,11
20200809,機車,普通重型,男,1,0,120.355077,23.483148,10
20200809,機車,普通重型,女,1,1,121.406228,23.630513,11
20200810,機車,普通重型,男,1,0,120.30504,23.213117,10
20200810,機車,普通重型,女,1,0,121.592359,23.940617,10
20200810,機車,普通重型,男,1,1,120.368232,23.959726,11
20200811,機車,普通重型,男,1,0,120.5445,24.0775,10
20200811,機車,普通重型,女,1,0,120.467188,22.461323,10
20200811,機車,普通重型,男,1,1,121.827038,24.607961,11
20200812,機車,普通重型,男,1,1,121.321577,24.950481,11
20200812,機車,普通重型,男,1,0,121.484434,25.068983,10
20200812,機車,普通重型,男,1,0,120.707031,24.136402,10
20200813,機車,普通重型,男,1,0,121.505044,24.994222,10
20200813,機車,普通重型,男,1,1,120.617248,24.346394,11
20200814,機車,普通重型,男,1,1,120.342833,22.657622,11
20200815,機車,普通重型,女,1,1,120.444488,24.027822,11
20200815,機車,普通重型,男,1,1,120.444488,24.027822,11
20200815,機車,普通重型,男,1,1,120.496866,22.675028,11
20200815,機車,普通重型,男,1,1,120.496866,22.675028,11
20200815,機車,普通重型,男,1,0,120.256566,23.032524,10
20200815,機車,普通重型,男,1,1,121.434483,24.988451,11
20200815,機車,普通重型,男,1,1,121.434483,24.988451,11
20200815,機車,普通重型,男,1,0,121.149254,22.763538,10
20200816,機車,普通重型,女,1,2,120.906264,24.746104,12
20200816,機車,普通重型,男,1,2,120.906264,24.746104,12
20200816,機車,普通重型,男,1,1,120.575378,23.868906,11
20200817,機車,普通重型,男,1,0,120.35577,23.293674,10
20200818,機車,普通重型,女,1,0,120.969935,24.81096,10
20200818,機車,普通重型,男,1,1,120.3106,22.88984,11
20200818,機車,普通重型,女,1,1,120.711393,24.261901,11
20200818,機車,普通重型,男,1,0,121.294507,25.081514,10
20200818,機車,普通重型,男,1,0,120.570644,23.911101,10
20200819,機車,普通重型,女,1,0,120.726913,24.251597,10
20200820,機車,普通重型,男,1,0,120.338266,22.570004,10
20200820,機車,普通重型,女,1,1,120.455581,23.481819,11
20200820,機車,普通重型,男,1,1,120.455581,23.481819,11
20200820,機車,普通重型,男,1,0,121.35,24.95,10
20200820,機車,普通重型,男,2,0,120.371522,23.383352,20
20200821,機車,普通重型,男,1,0,120.636325,24.276591,10
20200821,機車,普通重型,女,1,0,120.672678,23.91945,10
20200821,機車,普通重型,男,1,0,121.065786,22.768221,10
20200822,機車,普通重型,男,1,0,120.592229,24.088871,10
20200823,機車,普通重型,女,1,0,121.701986,25.144293,10
20200823,機車,普通重型,男,1,0,120.537378,23.83793,10
20200823,機車,普通重型,女,1,0,120.3812,22.65871,10
20200823,機車,普通重型,男,1,0,120.60592,22.427811,10
20200824,機車,普通重型,女,1,0,120.560851,22.683324,10
20200824,機車,普通重型,女,1,0,120.301795,23.314918,10
20200824,機車,普通重型,女,1,1,120.556421,23.834316,11
20200824,機車,普通重型,女,1,1,120.556421,23.834316,11
20200824,機車,普通重型,男,1,0,121.319852,23.332459,10
20200824,機車,普通重型,男,1,0,121.35467,25.036939,10
20200825,機車,普通重型,男,1,0,121.082041,24.788433,10
20200825,機車,普通重型,女,1,0,121.594627,23.933908,10
20200826,機車,普通重型,男,1,1,121.198969,24.896503,11
20200826,機車,普通重型,男,1,1,121.421324,24.992942,11
20200826,機車,普通重型,女,1,1,121.555002,25.000712,11
20200826,機車,普通重型,女,1,1,121.555002,25.000712,11
20200826,機車,普通重型,男,1,1,121.555002,25.000712,11
20200826,機車,普通重型,男,1,1,121.555002,25.000712,11
20200826,機車,普通重型,男,1,1,121.555002,25.000712,11
20200827,機車,普通重型,女,1,0,120.242706,23.233612,10
20200827,機車,普通重型,男,1,0,121.479707,25.026104,10
20200827,機車,普通重型,男,1,0,120.663076,23.945691,10
20200828,機車,普通重型,女,1,0,120.657051,24.450863,10
20200829,機車,普通重型,女,1,0,120.460822,23.551676,10
20200829,機車,普通重型,男,1,1,120.481754,22.578417,11
20200829,機車,普通重型,女,1,0,121.314781,23.274445,10
